소관,입출분류,회계분류,계정,관,항,금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,경상이전수입,기타경상이전수입,244430000000,,,,0,244430000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,재화및용역판매수입,잡수입,173000000,,,,0,173000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,융자및전대차관원금회수,융자원금회수,7739000000,,,,0,7739000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,전년도이월금,전년도이월금,0,,,,271045000000,271045000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,정부내부수입및기타,전입금,400000000000,,,,0,400000000000,,
농림축산식품부,세입,에너지및자원사업특별회계,투자계정,재산수입,기타이자수입및재산수입,7000000,20918000000,42932000000,,0,7000000,42932000000,
농림축산식품부,세입,에너지및자원사업특별회계,투자계정,경상이전수입,기타경상이전수입,20911000000,,,,0,20911000000,,
농림축산식품부,세입,에너지및자원사업특별회계,융자계정,재산수입,기타이자수입및재산수입,533000000,22014000000,,,0,533000000,,
농림축산식품부,세입,에너지및자원사업특별회계,융자계정,융자및전대차관원금회수,융자원금회수,21481000000,,,,0,21481000000,,
농림축산식품부,세입,혁신도시건설특별회계,-,재산수입,관유물대여료,43000000,,43000000,,0,43000000,43000000,
농림축산식품부,세입,국가균형발전특별회계,지역자율계정,재산수입,기타이자수입및재산수입,160000000,17128000000,21728000000,,0,160000000,21728000000,
농림축산식품부,세입,국가균형발전특별회계,지역자율계정,경상이전수입,기타경상이전수입,16968000000,,,,0,16968000000,,
농림축산식품부,세입,국가균형발전특별회계,지역지원계정,재산수입,기타이자수입및재산수입,75000000,4600000000,,,0,75000000,,
농림축산식품부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,4525000000,,,,0,4525000000,,
농림축산식품부,세입,양곡관리특별회계,손익계정,기업특별회계영업수입,양곡사업수익,390280000000,2074834000000,2074834000000,,0,390280000000,2074834000000,
농림축산식품부,세입,양곡관리특별회계,손익계정,재화및용역판매수입,잡수입,9754000000,,,,0,9754000000,,
농림축산식품부,세입,양곡관리특별회계,손익계정,정부내부수입및기타,전입금,1674800000000,,,,0,1674800000000,,
산업통상자원부,세입,일반회계,-,재산수입,관유물대여료,16889000000,,159986000000,6206685000000,0,16889000000,159986000000,6224394000000
산업통상자원부,세입,일반회계,-,재산수입,기타이자수입및재산수입,16779000000,,,,0,16779000000,,
산업통상자원부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",709000000,,,,0,709000000,,
산업통상자원부,세입,일반회계,-,경상이전수입,가산금,9000000,,,,0,9000000,,
산업통상자원부,세입,일반회계,-,경상이전수입,기타경상이전수입,124919000000,,,,0,124919000000,,
산업통상자원부,세입,일반회계,-,재화및용역판매수입,잡수입,42000000,,,,0,42000000,,
산업통상자원부,세입,일반회계,-,수입대체경비수입,잡수입,639000000,,,,0,639000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,재산수입,관유물대여료,8000000,5105852000000,5953067000000,,0,8000000,5970776000000,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,재산수입,정부출자수입,22418000000,,,,0,22418000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,재산수입,기타이자수입및재산수입,3914000000,,,,0,3914000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,경상이전수입,"벌금,몰수금및과태료",59000000,,,,0,59000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,경상이전수입,가산금,69000000,,,,0,69000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,경상이전수입,기타경상이전수입,2013073000000,,,,0,2013073000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,전년도이월금,전년도이월금,20000000000,,,,0,20000000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,정부내부수입및기타,전입금,485652000000,,,,20000000000,505652000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,정부내부수입및기타,예탁원금회수,2380000000000,,,,0,2380000000000,,
산업통상자원부,세입,에너지및자원사업특별회계,투자계정,정부내부수입및기타,예탁이자수입,180659000000,,,,-2291000000,178368000000,,
산업통상자원부,세입,에너지및자원사업특별회계,융자계정,재산수입,기타이자수입및재산수입,46014000000,847215000000,,,0,46014000000,,
산업통상자원부,세입,에너지및자원사업특별회계,융자계정,융자및전대차관원금회수,융자원금회수,801201000000,,,,0,801201000000,,
산업통상자원부,세입,국가균형발전특별회계,지역지원계정,재산수입,기타이자수입및재산수입,10074000000,93632000000,93632000000,,0,10074000000,93632000000,
산업통상자원부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,83558000000,,,,0,83558000000,,
보건복지부,세입,일반회계,-,재산수입,관유물대여료,81000000,,472273000000,669418000000,0,81000000,472273000000,671335000000
보건복지부,세입,일반회계,-,재산수입,전대차관이자수입,21000000,,,,0,21000000,,
보건복지부,세입,일반회계,-,재산수입,기타이자수입및재산수입,5811000000,,,,0,5811000000,,
보건복지부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",26342000000,,,,0,26342000000,,
보건복지부,세입,일반회계,-,경상이전수입,변상금및위약금,183000000,,,,0,183000000,,
보건복지부,세입,일반회계,-,경상이전수입,기타경상이전수입,437070000000,,,,0,437070000000,,
보건복지부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,368000000,,,,0,368000000,,
보건복지부,세입,일반회계,-,재화및용역판매수입,잡수입,33000000,,,,0,33000000,,
보건복지부,세입,일반회계,-,수입대체경비수입,잡수입,30000000,,,,0,30000000,,
보건복지부,세입,일반회계,-,융자및전대차관원금회수,전대차관원금회수,2334000000,,,,0,2334000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,기업특별회계영업수입,책임운영기관사업수입,3409000000,13730000000,197145000000,,0,3409000000,199062000000,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,재산수입,관유물대여료,66000000,,,,0,66000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,재산수입,기타이자수입및재산수입,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,재화및용역판매수입,면허료및수수료,3000000,,,,0,3000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,재화및용역판매수입,잡수입,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,수입대체경비수입,잡수입,166000000,,,,0,166000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,전년도이월금,전년도이월금,3282000000,,,,0,3282000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원손익계정,정부내부수입및기타,전입금,6802000000,,,,0,6802000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,기업특별회계영업수입,책임운영기관사업수입,10706000000,40450000000,,,0,10706000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,재산수입,관유물대여료,25000000,,,,0,25000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,재산수입,기타이자수입및재산수입,3000000,,,,0,3000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,경상이전수입,변상금및위약금,3000000,,,,0,3000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,경상이전수입,기타경상이전수입,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,재화및용역판매수입,면허료및수수료,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,재화및용역판매수입,잡수입,80000000,,,,0,80000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,수입대체경비수입,잡수입,212000000,,,,0,212000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,전년도이월금,전년도이월금,284000000,,,,0,284000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터손익계정,정부내부수입및기타,전입금,29135000000,,,,0,29135000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,기업특별회계영업수입,책임운영기관사업수입,7064000000,20295000000,,,0,7064000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,재산수입,관유물대여료,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,재산수입,기타이자수입및재산수입,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,재화및용역판매수입,면허료및수수료,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,재화및용역판매수입,잡수입,13000000,,,,0,13000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,수입대체경비수입,잡수입,80000000,,,,0,80000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,관유물매각대,고정자산매각대,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,전년도이월금,전년도이월금,1372000000,,,,0,1372000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원손익계정,정부내부수입및기타,전입금,11761000000,,,,38000000,11799000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,기업특별회계영업수입,책임운영기관사업수입,13064000000,44714000000,,,0,13064000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,재산수입,관유물대여료,48000000,,,,0,48000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,재산수입,기타이자수입및재산수입,5000000,,,,0,5000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,재화및용역판매수입,잡수입,30000000,,,,0,30000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,수입대체경비수입,잡수입,380000000,,,,0,380000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,전년도이월금,전년도이월금,1496000000,,,,0,1496000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원손익개정,정부내부수입및기타,전입금,29691000000,,,,0,29691000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,기업특별회계영업수입,책임운영기관사업수입,3044000000,10313000000,,,0,3044000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,재산수입,관유물대여료,7000000,,,,0,7000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,경상이전수입,기타경상이전수입,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,재화및용역판매수입,잡수입,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,수입대체경비수입,잡수입,10000000,,,,0,10000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,관유물매각대,고정자산매각대,4000000,,,,0,4000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,전년도이월금,전년도이월금,688000000,,,,0,688000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원손익계정,정부내부수입및기타,전입금,6557000000,,,,0,6557000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,기업특별회계영업수입,책임운영기관사업수입,5200000000,18830000000,,,0,5200000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,재산수입,관유물대여료,1000000,,,,0,1000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,재산수입,기타이자수입및재산수입,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,경상이전수입,기타경상이전수입,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,재화및용역판매수입,잡수입,5000000,,,,0,5000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,수입대체경비수입,잡수입,52000000,,,,0,52000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,전년도이월금,전년도이월금,558000000,,,,0,558000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원손익계정,정부내부수입및기타,전입금,13010000000,,,,152000000,13162000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원손익계정,기업특별회계영업수입,책임운영기관사업수입,4176000000,13924000000,,,0,4176000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원손익계정,재산수입,관유물대여료,4000000,,,,0,4000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원손익계정,재화및용역판매수입,잡수입,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원손익계정,수입대체경비수입,잡수입,28000000,,,,0,28000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원손익계정,정부내부수입및기타,전입금,9714000000,,,,38000000,9752000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,기업특별회계영업수입,책임운영기관사업수입,4863000000,14842000000,,,0,4863000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,재산수입,관유물대여료,25000000,,,,0,25000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,경상이전수입,기타경상이전수입,6000000,,,,0,6000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,재화및용역판매수입,잡수입,20000000,,,,0,20000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,수입대체경비수입,잡수입,105000000,,,,0,105000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,관유물매각대,고정자산매각대,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,전년도이월금,전년도이월금,1015000000,,,,0,1015000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원손익계정,정부내부수입및기타,전입금,8806000000,,,,76000000,8882000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원자본계정,전년도이월금,전년도이월금,2094000000,5985000000,,,0,2094000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원자본계정,정부내부수입및기타,전입금,3889000000,,,,0,3889000000,,
보건복지부,세입,책임운영기관특별회계,국립마산병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터자본계정,전년도이월금,전년도이월금,8000000,1707000000,,,0,8000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터자본계정,정부내부수입및기타,전입금,1697000000,,,,0,1697000000,,
보건복지부,세입,책임운영기관특별회계,국립정신건강센터자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원자본계정,전년도이월금,전년도이월금,183000000,1533000000,,,0,183000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원자본계정,정부내부수입및기타,전입금,1348000000,,,,0,1348000000,,
보건복지부,세입,책임운영기관특별회계,국립나주병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원자본계정,전년도이월금,전년도이월금,158000000,5160000000,,,0,158000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원자본계정,정부내부수입및기타,전입금,5000000000,,,,0,5000000000,,
보건복지부,세입,책임운영기관특별회계,국립재활원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원자본계정,전년도이월금,전년도이월금,25000000,1741000000,,,0,25000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원자본계정,정부내부수입및기타,전입금,1714000000,,,,1613000000,3327000000,,
보건복지부,세입,책임운영기관특별회계,국립목포병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원자본계정,전년도이월금,전년도이월금,46000000,1349000000,,,0,46000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원자본계정,정부내부수입및기타,전입금,1301000000,,,,0,1301000000,,
보건복지부,세입,책임운영기관특별회계,국립부곡병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원자본계정,전년도이월금,전년도이월금,117000000,1195000000,,,0,117000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원자본계정,정부내부수입및기타,전입금,1076000000,,,,0,1076000000,,
보건복지부,세입,책임운영기관특별회계,국립춘천병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원자본계정,전년도이월금,전년도이월금,161000000,1377000000,,,0,161000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원자본계정,정부내부수입및기타,전입금,1214000000,,,,0,1214000000,,
보건복지부,세입,책임운영기관특별회계,국립공주병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
환경부,세입,일반회계,-,재산수입,관유물대여료,228000000,,800000000,4692304000000,0,228000000,800000000,4790171000000
환경부,세입,일반회계,-,재산수입,기타이자수입및재산수입,210000000,,,,0,210000000,,
환경부,세입,일반회계,-,경상이전수입,변상금및위약금,10000000,,,,0,10000000,,
환경부,세입,일반회계,-,경상이전수입,기타경상이전수입,350000000,,,,0,350000000,,
환경부,세입,일반회계,-,재화및용역판매수입,잡수입,2000000,,,,0,2000000,,
환경부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,경상이전수입,기타경상이전수입,500000000,500000000,500000000,,0,500000000,500000000,
환경부,세입,에너지및자원사업특별회계,투자계정,경상이전수입,기타경상이전수입,1806000000,1806000000,1806000000,,0,1806000000,1806000000,
환경부,세입,환경개선특별회계,-,재산수입,관유물대여료,106000000,,4689198000000,,0,106000000,4787065000000,
환경부,세입,환경개선특별회계,-,재산수입,기타이자수입및재산수입,20500000000,,,,0,20500000000,,
