소관,입출분류,회계분류,계정,장(분야),관(부문),항(프로그램),금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
대통령경호실 및 국가안보실,세출,일반회계,-,일반.지방행정,일반행정,기관운영,59874000000,,93669000000,93669000000,0,59874000000,93669000000,93669000000
대통령경호실 및 국가안보실,세출,일반회계,-,일반.지방행정,일반행정,국정지원,33795000000,,,,0,33795000000,,
대통령경호처,세출,일반회계,-,일반.지방행정,일반행정,대통령경호처 운영,60121000000,,88639000000,88639000000,0,60121000000,88639000000,88639000000
대통령경호처,세출,일반회계,-,일반.지방행정,일반행정,대통령 및 국가요인 경호,28518000000,,,,0,28518000000,,
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,의정활동지원,100008000000,,638084000000,638084000000,1117000000,101125000000,640904000000,640904000000
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,국회사무처운영,94502000000,,,,1450000000,95952000000,,
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,국회도서관운영,25796000000,,,,163000000,25959000000,,
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,예산정책처운영,4500000000,,,,0,4500000000,,
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,입법조사처운영,3569000000,,,,0,3569000000,,
국회,세출,일반회계,-,일반.지방행정,입법및선거관리,국회행정지원,409709000000,,,,90000000,409799000000,,
대법원,세출,일반회계,-,공공질서및안전,법원및헌재,재판활동지원,198884000000,,1628937000000,1943611000000,-403000000,198481000000,1622520000000,1937194000000
대법원,세출,일반회계,-,공공질서및안전,법원및헌재,법원시설 확충 및 유지보수,47827000000,,,,0,47827000000,,
대법원,세출,일반회계,-,공공질서및안전,법원및헌재,사법정보화운영,82025000000,,,,0,82025000000,,
대법원,세출,일반회계,-,공공질서및안전,법원및헌재,사법행정운영지원,1300201000000,,,,-6014000000,1294187000000,,
대법원,세출,등기특별회계,-,공공질서및안전,법원및헌재,법원시설확충및유지보수,25800000000,,314674000000,,0,25800000000,314674000000,
대법원,세출,등기특별회계,-,공공질서및안전,법원및헌재,사법정보화운영,53127000000,,,,0,53127000000,,
대법원,세출,등기특별회계,-,공공질서및안전,법원및헌재,사법행정운영지원,151534000000,,,,-150000000,151384000000,,
대법원,세출,등기특별회계,-,공공질서및안전,법원및헌재,회계간거래(전출금),74484000000,,,,150000000,74634000000,,
대법원,세출,등기특별회계,-,공공질서및안전,법원및헌재,내부거래지출,9729000000,,,,0,9729000000,,
헌법재판소,세출,일반회계,-,공공질서및안전,법원및헌재,헌법재판소운영,47962000000,,47962000000,47962000000,-86000000,47876000000,47876000000,47876000000
중앙선거관리위원회,세출,일반회계,-,일반.지방행정,입법및선거관리,선거의공정한관리,79944000000,,347178000000,347178000000,-3606500000,76337500000,343571500000,343571500000
중앙선거관리위원회,세출,일반회계,-,일반.지방행정,입법및선거관리,선거관리행정지원,267234000000,,,,0,267234000000,,
중앙선거관리위원회,세출,일반회계,-,통일.외교,통일,민주평화통일자문회의운영,31490000000,,31490000000,31490000000,90000000,31580000000,31580000000,31580000000
감사원,세출,일반회계,-,일반.지방행정,일반행정,감사활동 및 행정지원,132882000000,,132882000000,132882000000,-464000000,132418000000,132418000000,132418000000
국가정보원,세출,일반회계,-,일반.지방행정,일반행정,국가정보지원,560960000000,,560960000000,560960000000,-16400000000,544560000000,544560000000,544560000000
국무조정실 및 국무총리비서실,세출,일반회계,-,일반.지방행정,국정운영,정부출연연구기관 지원(R&D),490063000000,,573292000000,584731000000,-1252000000,488811000000,572565000000,583980000000
국무조정실 및 국무총리비서실,세출,일반회계,-,일반.지방행정,국정운영,국무총리실 행정지원,83028000000,,,,525000000,83553000000,,
국무조정실 및 국무총리비서실,세출,일반회계,-,일반.지방행정,국정운영,KDI 국제정책대학원 연금기금 국가부담금 지원,201000000,,,,0,201000000,,
국무조정실 및 국무총리비서실,세출,에너지및자원사업특별회계,투자계정,일반.지방행정,국정운영,정부출연연구기관 지원(R&D),11439000000,11439000000,11439000000,,-24000000,11415000000,11415000000,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,경제정책,2557000000,,15770716000000,15770716000000,0,2557000000,15979064500000,15979064500000
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,정부위원회,2961000000,,,,-387000000,2574000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,정책조정,7866000000,,,,360000000,8226000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,자문회의 지원,2793000000,,,,-150000000,2643000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,조세정책,5175000000,,,,-256000000,4919000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,국고관리,11739000000,,,,-9000000000,2739000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,재정운용,4374000000,,,,0,4374000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,공공정책,5803000000,,,,0,5803000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,재정관리,10120000000,,,,0,10120000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,재정기획,80268000000,,,,-5619500000,74648500000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,국제금융,170097000000,,,,0,170097000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,경제협력,31458000000,,,,-79000000,31379000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,기획재정 행정지원,132374000000,,,,-140000000,132234000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,회계기금간거래(전출금),842280000000,,,,-20000000000,822280000000,,
기획재정부,세출,일반회계,-,일반.지방행정,재정.금융,회계기금간거래(예수이자상환),8496353000000,,,,65590000000,8561943000000,,
기획재정부,세출,일반회계,-,교통및물류,물류등기타,사회기반시설 민자사업 지원,10000000000,,,,0,10000000000,,
기획재정부,세출,일반회계,-,국토및지역개발,지역및도시,회계간거래(전출금),2954498000000,,,,178030000000,3132528000000,,
기획재정부,세출,일반회계,-,예비비,예비비,예비비,3000000000000,,,,0,3000000000000,,
교육부,세출,일반회계,-,교육,유아및초중등교육,학교교육 내실화,234228000000,,70743520000000,75171459000000,0,234228000000,70448553000000,74947793000000
교육부,세출,일반회계,-,교육,유아및초중등교육,교육복지 증진,55868000000,,,,2880000000,58748000000,,
교육부,세출,일반회계,-,교육,유아및초중등교육,학교교육 활성화,23888000000,,,,2140000000,26028000000,,
교육부,세출,일반회계,-,교육,유아및초중등교육,지방교육재정교부금,55743098000000,,,,-494275000000,55248823000000,,
교육부,세출,일반회계,-,교육,유아및초중등교육,회계간거래,3744037000000,,,,71301000000,3815338000000,,
교육부,세출,일반회계,-,교육,고등교육,대학교육 역량강화,1131781000000,,,,16233000000,1148014000000,,
교육부,세출,일반회계,-,교육,고등교육,학술연구 역량 강화,876392000000,,,,-3746000000,872646000000,,
교육부,세출,일반회계,-,교육,고등교육,맞춤형 국가장학제도 기반 조성,4237797000000,,,,-11780000000,4226017000000,,
교육부,세출,일반회계,-,교육,고등교육,국립대학 운영지원,3190749000000,,,,119674000000,3310423000000,,
교육부,세출,일반회계,-,교육,고등교육,회계기금간거래(전출금),895689000000,,,,114000000,895803000000,,
교육부,세출,일반회계,-,교육,고등교육,회계기금간거래(예수원금상환),659000000,,,,0,659000000,,
교육부,세출,일반회계,-,교육,고등교육,회계기금간거래(예수이자상환),19000000,,,,0,19000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,인적자원정책 기반강화,2467000000,,,,0,2467000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,평생직업교육 체제 구축,136135000000,,,,-19000000,136116000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,국제교육 협력 증진,100290000000,,,,1521000000,101811000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,국립국제교육원 지원,90787000000,,,,0,90787000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,산학연 협력 활성화,9491000000,,,,0,9491000000,,
교육부,세출,일반회계,-,교육,평생.직업교육,정보활용 활성화 지원,11407000000,,,,0,11407000000,,
교육부,세출,일반회계,-,교육,교육일반,교육행정지원,127030000000,,,,990000000,128020000000,,
교육부,세출,일반회계,-,사회복지,기초생활보장,기초생활보장,131708000000,,,,0,131708000000,,
교육부,세출,국가균형발전특별회계,지역지원계정,교육,고등교육,대학교육 역량강화,292515000000,683902000000,683902000000,,0,292515000000,683902000000,
교육부,세출,국가균형발전특별회계,지역지원계정,교육,평생.직업교육,산학연 협력 활성화,391387000000,,,,0,391387000000,,
교육부,세출,유아교육지원특별회계,-,교육,유아및초중등교육,지방교육정책 지원,3744037000000,,3744037000000,,71301000000,3815338000000,3815338000000,
과학기술정보통신부,세출,일반회계,-,일반.지방행정,국정운영,과학기술정보통신부운영지원,2353000000,,6601718000000,16239330000000,0,2353000000,6631362000000,16270485000000
과학기술정보통신부,세출,일반회계,-,일반.지방행정,정부자원관리,국가사회정보화,99308000000,,,,150000000,99458000000,,
과학기술정보통신부,세출,일반회계,-,교육,고등교육,과학기술인력양성,174972000000,,,,2000000000,176972000000,,
과학기술정보통신부,세출,일반회계,-,교육,평생.직업교육,평생직업교육 체제 구축,38774000000,,,,0,38774000000,,
과학기술정보통신부,세출,일반회계,-,교육,평생.직업교육,공공연구성과활성화,65707000000,,,,0,65707000000,,
과학기술정보통신부,세출,일반회계,-,교육,교육일반,과학기술정보통신부운영지원,3138000000,,,,0,3138000000,,
과학기술정보통신부,세출,일반회계,-,문화및관광,문화예술,콘텐츠방송산업육성,37301000000,,,,-1000000000,36301000000,,
과학기술정보통신부,세출,일반회계,-,문화및관광,문화및관광일반,과학기술정보통신부운영지원,32964000000,,,,0,32964000000,,
과학기술정보통신부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,SW산업활성화,113915000000,,,,-500000000,113415000000,,
과학기술정보통신부,세출,일반회계,-,통신,방송통신,통신정책지원,26772000000,,,,0,26772000000,,
과학기술정보통신부,세출,일반회계,-,통신,방송통신,전파활용방송서비스산업,24869000000,,,,0,24869000000,,
과학기술정보통신부,세출,일반회계,-,통신,방송통신,과학기술정보통신부운영지원,101670000000,,,,0,101670000000,,
과학기술정보통신부,세출,일반회계,-,통신,방송통신,회계간거래,10082000000,,,,0,10082000000,,
과학기술정보통신부,세출,일반회계,-,통신,정보통신,인터넷융합산업,9850000000,,,,0,9850000000,,
과학기술정보통신부,세출,일반회계,-,통신,정보통신,정보통신융합산업,43306000000,,,,-2100000000,41206000000,,
과학기술정보통신부,세출,일반회계,-,통신,정보통신,SW산업진흥,5909000000,,,,0,5909000000,,
과학기술정보통신부,세출,일반회계,-,통신,정보통신,정보보호및활용,77844000000,,,,-700000000,77144000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구지원,과학기술혁신지원,78079000000,,,,820000000,78899000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구지원,과학기술기반조성,261169000000,,,,750000000,261919000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구지원,출연연구기관지원,2611851000000,,,,2722000000,2614573000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구지원,공공연구성과활성화,41688000000,,,,-500000000,41188000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구지원,과학기술국제협력,42847000000,,,,1000000000,43847000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술일반,과학기술정보통신부운영지원,69752000000,,,,0,69752000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술일반,회계간 거래,59056000000,,,,0,59056000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술인력및문화,과학기술인력양성,25774000000,,,,-200000000,25574000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술인력및문화,과학문화창달,69211000000,,,,4202000000,73413000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구개발,미래유망원천기술개발,772572000000,,,,0,772572000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구개발,기초연구진흥,1263553000000,,,,22600000000,1286153000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구개발,우주개발진흥,328989000000,,,,400000000,329389000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구개발,원자력 진흥,69127000000,,,,0,69127000000,,
과학기술정보통신부,세출,일반회계,-,과학기술,과학기술연구개발,국민생활개선,39316000000,,,,0,39316000000,,
과학기술정보통신부,세출,에너지및자원사업특별회계,투자계정,과학기술,과학기술연구지원,출연연구기관지원,380174000000,380174000000,380174000000,,-1055000000,379119000000,379119000000,
과학기술정보통신부,세출,우체국보험특별회계,-,통신,우정,우체국보험,289991000000,,988744000000,,-29739000000,260252000000,988744000000,
과학기술정보통신부,세출,우체국보험특별회계,-,통신,우정,우정사업행정지원,194000000,,,,0,194000000,,
과학기술정보통신부,세출,우체국보험특별회계,-,통신,우정,회계간거래(전출금),340420000000,,,,0,340420000000,,
과학기술정보통신부,세출,우체국보험특별회계,-,통신,우정,회계기금간거래(전출금),28682000000,,,,0,28682000000,,
과학기술정보통신부,세출,우체국보험특별회계,-,통신,우정,우체국보험 적립금 운용,329457000000,,,,29739000000,359196000000,,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,교육,평생.직업교육,공공연구성과활성화,29153000000,182723000000,184267000000,,0,29153000000,186805000000,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,31215000000,,,,0,31215000000,,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,통신,정보통신,정보통신융합산업,1940000000,,,,400000000,2340000000,,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,과학기술,과학기술연구지원,출연연구기관지원,3612000000,,,,0,3612000000,,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,과학기술,과학기술연구지원,공공연구성과활성화,96803000000,,,,2138000000,98941000000,,
과학기술정보통신부,세출,국가균형발전특별회계,지역지원계정,과학기술,과학기술연구개발,원자력 진흥,20000000000,,,,0,20000000000,,
과학기술정보통신부,세출,국가균형발전특별회계,제주특별자치도계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,740000000,740000000,,,0,740000000,,
과학기술정보통신부,세출,국가균형발전특별회계,세종특별자치시계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,804000000,804000000,,,0,804000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립중앙과학관손익계정,과학기술,과학기술일반,회계기금간거래,1359000000,24539000000,71824000000,,0,1359000000,71824000000,
과학기술정보통신부,세출,책임운영기관특별회계,국립중앙과학관손익계정,과학기술,과학기술일반,계정간거래,1191000000,,,,0,1191000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립중앙과학관손익계정,과학기술,과학기술인력및문화,국립중앙과학관운영,21989000000,,,,0,21989000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립과천과학관손익계정,과학기술,과학기술일반,회계기금간거래,496000000,27408000000,,,0,496000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립과천과학관손익계정,과학기술,과학기술일반,계정간거래,1501000000,,,,0,1501000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립과천과학관손익계정,과학기술,과학기술인력및문화,국립과천과학관운영,25411000000,,,,0,25411000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립중앙과학관자본계정,과학기술,과학기술인력및문화,국립중앙과학관운영,12879000000,12879000000,,,0,12879000000,,
과학기술정보통신부,세출,책임운영기관특별회계,국립과천과학관자본계정,과학기술,과학기술인력및문화,국립과천과학관운영,6998000000,6998000000,,,0,6998000000,,
과학기술정보통신부,세출,우편사업특별회계,손익계정,통신,우정,우정서비스,1562005000000,4731252000000,4919744000000,,-550000000,1561455000000,4919754000000,
과학기술정보통신부,세출,우편사업특별회계,손익계정,통신,우정,우정사업행정지원,1963053000000,,,,0,1963053000000,,
과학기술정보통신부,세출,우편사업특별회계,손익계정,통신,우정,회계기금간거래,1026920000000,,,,560000000,1027480000000,,
과학기술정보통신부,세출,우편사업특별회계,손익계정,통신,우정,계정간거래,179274000000,,,,0,179274000000,,
과학기술정보통신부,세출,우편사업특별회계,자본계정,통신,우정,우정서비스,188492000000,188492000000,,,0,188492000000,,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,우체국예금,1732562000000,3085454000000,3092859000000,,-1000000000,1731562000000,3092877000000,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,우정사업행정지원,238000000,,,,0,238000000,,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,회계간거래(전출금),577988000000,,,,0,577988000000,,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,회계기금간거래(전출금),70000000000,,,,0,70000000000,,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,회계기금간거래,697995000000,,,,1018000000,699013000000,,
과학기술정보통신부,세출,우체국예금특별회계,손익계정,통신,우정,계정간거래,6671000000,,,,0,6671000000,,
과학기술정보통신부,세출,우체국예금특별회계,자본계정,통신,우정,우체국예금,7405000000,7405000000,,,0,7405000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,한반도 평화 조성,16508000000,,2358638000000,2358638000000,142500000,16650500000,2355607000000,2355607000000
외교부,세출,일반회계,-,통일.외교,외교.통상,정상외교,23301000000,,,,0,23301000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,국제기구분담금,454539000000,,,,0,454539000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,지역외교,18231000000,,,,250000000,18481000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,다자관계 협력,15364000000,,,,150000000,15514000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,국제개발협력,806972000000,,,,-4600000000,802372000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,문화외교 및 국제교류,21423000000,,,,-255000000,21168000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,재외동포보호 및 지원,83063000000,,,,80000000,83143000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,여권업무 선진화,101699000000,,,,20000000,101719000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,경제외교,5883000000,,,,0,5883000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,에너지 및 글로벌 이슈 대응 외고,3134000000,,,,30000000,3164000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,외교정책연구 및 교육,13326000000,,,,0,13326000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,재외공관운영,601498000000,,,,1066000000,602564000000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,외교 행정지원,185414000000,,,,85500000,185499500000,,
외교부,세출,일반회계,-,통일.외교,외교.통상,차입금원금 상환,8283000000,,,,0,8283000000,,
통일부,세출,일반회계,-,통일.외교,통일,통일정책,7890000000,,418430000000,418430000000,-340000000,7550000000,319875000000,319875000000
통일부,세출,일반회계,-,통일.외교,통일,북한정세분석,3149000000,,,,0,3149000000,,
통일부,세출,일반회계,-,통일.외교,통일,인도적 문제해결,5275000000,,,,500000000,5775000000,,
통일부,세출,일반회계,-,통일.외교,통일,북한이탈주민 정착지원,106351000000,,,,1085000000,107436000000,,
통일부,세출,일반회계,-,통일.외교,통일,개성공단 등 남북경제협력,2725000000,,,,0,2725000000,,
통일부,세출,일반회계,-,통일.외교,통일,개성공단 지원,585000000,,,,0,585000000,,
통일부,세출,일반회계,-,통일.외교,통일,남북회담,3958000000,,,,0,3958000000,,
통일부,세출,일반회계,-,통일.외교,통일,통일교육,23860000000,,,,200000000,24060000000,,
통일부,세출,일반회계,-,통일.외교,통일,통일행정지원,64637000000,,,,0,64637000000,,
통일부,세출,일반회계,-,통일.외교,통일,회계기금간거래,200000000000,,,,-100000000000,100000000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,법무활동,217756000000,,3689561000000,3816427000000,99932000000,317688000000,3796381000000,3923198000000
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,인권활동,60551000000,,,,-492000000,60059000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,출입국관리,91414000000,,,,-57000000,91357000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,검찰활동,307988000000,,,,-1380000000,306608000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,교정활동,298957000000,,,,10551000000,309508000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,범죄예방활동,102845000000,,,,374000000,103219000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,특별감찰관활동,1682000000,,,,0,1682000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,법무교육훈련,7097000000,,,,92000000,7189000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,법무및검찰행정지원,2518831000000,,,,-2200000000,2516631000000,,
법무부,세출,일반회계,-,공공질서및안전,법무및검찰,회계기금간거래(전출금),82440000000,,,,0,82440000000,,
법무부,세출,교도작업특별회계,-,공공질서및안전,법무및검찰,교정활동,67093000000,,126866000000,,2780000000,69873000000,126817000000,
법무부,세출,교도작업특별회계,-,공공질서및안전,법무및검찰,법무및검찰행정지원,568000000,,,,0,568000000,,
법무부,세출,교도작업특별회계,-,공공질서및안전,법무및검찰,회계기금간거래(예탁금),59205000000,,,,-2829000000,56376000000,,
국방부,세출,일반회계,-,국방,병력운영,급여정책,13674656000000,,31323761000000,32609184000000,-28749000000,13645907000000,31323761000000,32609220000000
국방부,세출,일반회계,-,국방,병력운영,급식및피복,2186253000000,,,,3156000000,2189409000000,,
국방부,세출,일반회계,-,국방,병력운영,회계기금간거래(전출금),2940526000000,,,,0,2940526000000,,
국방부,세출,일반회계,-,국방,전력유지,국방정보화,502729000000,,,,0,502729000000,,
국방부,세출,일반회계,-,국방,전력유지,장병보건및복지향상,370777000000,,,,346000000,371123000000,,
국방부,세출,일반회계,-,국방,전력유지,군수지원및협력,5293744000000,,,,37380000000,5331124000000,,
국방부,세출,일반회계,-,국방,전력유지,군인사및교육훈련,611660000000,,,,549000000,612209000000,,
국방부,세출,일반회계,-,국방,전력유지,군사시설건설및운영,3453591000000,,,,-13842000000,3439749000000,,
국방부,세출,일반회계,-,국방,전력유지,예비전력관리,168950000000,,,,1360000000,170310000000,,
국방부,세출,일반회계,-,국방,전력유지,책임운영기관 운영,222609000000,,,,0,222609000000,,
국방부,세출,일반회계,-,국방,전력유지,정책기획 및 국제협력,1116072000000,,,,0,1116072000000,,
국방부,세출,일반회계,-,국방,전력유지,국방행정지원,782194000000,,,,-200000000,781994000000,,
국방부,세출,주한미군기지이전특별회계,-,국방,전력유지,미군기지이전사업,320517000000,,493318000000,,0,320517000000,493318000000,
국방부,세출,주한미군기지이전특별회계,-,국방,전력유지,회계기금간거래(예수원금상환),99400000000,,,,0,99400000000,,
국방부,세출,주한미군기지이전특별회계,-,국방,전력유지,회계기금간거래(예수이자상환),73401000000,,,,0,73401000000,,
국방부,세출,국방.군사시설이전특별회계,-,국방,전력유지,국방군사시설이전사업,396473000000,,792105000000,,-2000000000,394473000000,792141000000,
국방부,세출,국방.군사시설이전특별회계,-,국방,전력유지,회계기금간거래(공적자금 예탁),395632000000,,,,2036000000,397668000000,,
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,지방자치분권,43784000000,,55389642000000,56047199000000,-3138000000,40646000000,55020885000000,55681700000000
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,지역발전,131329000000,,,,10160000000,141489000000,,
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,지방재정경제,14577000000,,,,9816000000,24393000000,,
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,지방자치인재개발,11689000000,,,,0,11689000000,,
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,이북5도,2098000000,,,,0,2098000000,,
행정안전부,세출,일반회계,-,일반.지방행정,지방행정.재정지원,지방교부세,52774506000000,,,,-312722000000,52461784000000,,
행정안전부,세출,일반회계,-,일반.지방행정,정부자원관리,인사관리,224000000,,,,0,224000000,,
행정안전부,세출,일반회계,-,일반.지방행정,정부자원관리,정부혁신조직,83678000000,,,,-2792000000,80886000000,,
행정안전부,세출,일반회계,-,일반.지방행정,정부자원관리,전자정부,549753000000,,,,-3934000000,545819000000,,
행정안전부,세출,일반회계,-,일반.지방행정,일반행정,정부의전,21507000000,,,,0,21507000000,,
행정안전부,세출,일반회계,-,일반.지방행정,일반행정,청사관리,190933000000,,,,0,190933000000,,
행정안전부,세출,일반회계,-,일반.지방행정,일반행정,기록물관리,40688000000,,,,0,40688000000,,
행정안전부,세출,일반회계,-,일반.지방행정,일반행정,민주화지원및과거사정리,36583000000,,,,3087000000,39670000000,,
행정안전부,세출,일반회계,-,일반.지방행정,일반행정,행정안전행정지원,368190000000,,,,-447000000,367743000000,,
행정안전부,세출,일반회계,-,공공질서및안전,경찰,과학수사,55961000000,,,,3442000000,59403000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,안전관리,471121000000,,,,6171000000,477292000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난관리,70089000000,,,,1600000000,71689000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난안전기술개발,58944000000,,,,0,58944000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난안전정보화,195354000000,,,,-20000000000,175354000000,,
행정안전부,세출,일반회계,-,사회복지,취약계층지원,일자리지원,268634000000,,,,-60000000000,208634000000,,
행정안전부,세출,국가균형발전특별회계,지역자율계정,일반.지방행정,지방행정.재정지원,지역발전,195102000000,451942000000,657557000000,,0,195102000000,660815000000,
행정안전부,세출,국가균형발전특별회계,지역자율계정,공공질서및안전,재난관리,안전관리,249190000000,,,,0,249190000000,,
행정안전부,세출,국가균형발전특별회계,지역자율계정,사회복지,취약계층지원,일자리지원,7650000000,,,,0,7650000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,지방행정.재정지원,지방자치분권,16685000000,188079000000,,,0,16685000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,지방행정.재정지원,지역발전,40155000000,,,,1843000000,41998000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,정부자원관리,전자정부,3340000000,,,,0,3340000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,사회복지,취약계층지원,일자리지원,40947000000,,,,0,40947000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,교통및물류,도로,지방도구조개선,86952000000,,,,952000000,87904000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,일반.지방행정,지방행정.재정지원,지방자치분권,30000000,9596000000,,,0,30000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,일반.지방행정,지방행정.재정지원,지역발전,2288000000,,,,0,2288000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,공공질서및안전,재난관리,안전관리,5884000000,,,,0,5884000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,사회복지,취약계층지원,일자리지원,510000000,,,,0,510000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,교통및물류,도로,지방도구조개선,884000000,,,,150000000,1034000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,공공질서및안전,재난관리,안전관리,6658000000,7940000000,,,0,6658000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,사회복지,취약계층지원,일자리지원,510000000,,,,0,510000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,교통및물류,도로,지방도구조개선,772000000,,,,313000000,1085000000,,
